study,group,tissue,cellType,gene1,gene2,is_marker
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL21,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL24,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL27A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL29,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL30,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL32,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL34,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL35,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL35A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL37,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL37A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL41,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL6,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL7A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL9,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPLP0,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPLP2,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS12,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS13,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS14,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS18,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS20,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS23,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS24,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS25,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS27A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS29,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS7,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS8,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPSA,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,S100A4,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,SRGN,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,TMSB10,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,TPT1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,VIM,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,AHNAK,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,BHLHE40,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,BTG2,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,CAV1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,CAVIN2,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,CD81,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,CDKN1A,84,yes
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,CEBPD,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,CLEC3B,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,DEPP1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,DNAJA1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,DUSP1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,EGFL7,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,EGR1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,GNAI2,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,GNG11,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,H3F3A,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,HNRNPA2B1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,HSP90AB1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,HSPB1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,ITGB1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,JUN,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,PNRC1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,RHOB,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,S100A6,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,SOX17,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,SPRY1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,TAGLN2,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,TM4SF1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,VIM,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,YBX1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,ZFP36L2,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,ADH1B,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,CCN1,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,CD34,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,CFH,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,COX7C,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,CXCL14,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,EGR1,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,FBLN2,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,FKBP5,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,GLUL,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,H3F3A,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,JUN,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,NID1,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,PDGFRA,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,PLPP3,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,PODN,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,RHOB,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,RPL22,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,RPS10,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,SELENOP,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,SPTBN1,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,TMA7,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,ARPC5,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,ATF3,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,ATP1B1,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,CD55,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,CDA,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,CDC42,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,CLCA2,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,CMPK1,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,COX5B,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,CSDE1,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,CTNNBIP1,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,DENND2C,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,ECM1,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,GADD45A,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,GNAI3,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,HNRNPU,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,IVL,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,LMNA,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,MAL,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,MCL1,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,MIR205HG,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,MTATP6P1,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,NDUFS5,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,NUCKS1,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,PKP1,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,PRDX6,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,PRRC2C,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,RPL5,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,RTN4,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,S100A14,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,SERBP1,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,SF3B6,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,SFPQ,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,SOWAHC,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,SPRR1B,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,SPRR3,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,TACSTD2,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,TAGLN2,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,TMEM59,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,TOMM20,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,UQCRH,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,WASF2,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,YWHAQ,2,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,ABL2,1,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,ACTR2,1,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,ADAM17,1,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,ARPC5,1,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,CAPZA1,1,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,CEP350,1,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,GUK1,1,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,HNRNPU,1,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,KIF1B,1,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,LAPTM4A,1,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,LEPROT,1,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,MGST3,1,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,NLRP3,1,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,NUCKS1,1,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,PRRC2C,1,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,PTGS2,1,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,REL,1,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,RHOB,1,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,S100A6,1,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,SERBP1,1,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,WASF2,1,no
17.human_TabulaSapiens,normal,Vasculature,Immune Cells-Granulocyte,ZFP36L2,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,C2orf40,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,CCN1,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,CRIM1,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,EFEMP1,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,EIF4A2,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,EPAS1,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,FILIP1L,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,FRZB,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,FSTL1,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,ID3,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,JUN,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,LAPTM4A,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,LEPROT,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,LMCD1,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,MGST3,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,MRPL33,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,MYLK,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,NDUFS5,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,NFIA,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,PPP1CB,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,PRDX1,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,PRDX6,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,RAMP1,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,RGS5,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,RHOB,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,RHOC,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,RPS7,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,SSB,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,TINAGL1,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,TM4SF1,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,TMEM59,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,TNS1,1,no
17.human_TabulaSapiens,normal,Vasculature,Smooth Muscle Cells,TXNIP,1,no
18.human_CrossTissueImmuneCells,normal,Blood,Immune Cells-Nk Cell,GZMK,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Endothelial Cell-Vascular Endothelial Cells,ACTB,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Endothelial Cell-Vascular Endothelial Cells,ACTG1,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Endothelial Cell-Vascular Endothelial Cells,CCL5,12,yes
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Endothelial Cell-Vascular Endothelial Cells,CFL1,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Endothelial Cell-Vascular Endothelial Cells,DDX5,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Endothelial Cell-Vascular Endothelial Cells,DNAJB1,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Endothelial Cell-Vascular Endothelial Cells,HSPA8,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Endothelial Cell-Vascular Endothelial Cells,IL32,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Endothelial Cell-Vascular Endothelial Cells,NR4A2,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Endothelial Cell-Vascular Endothelial Cells,PFN1,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Endothelial Cell-Vascular Endothelial Cells,PRF1,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Endothelial Cell-Vascular Endothelial Cells,RPL5,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Endothelial Cell-Vascular Endothelial Cells,RPS13,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Endothelial Cell-Vascular Endothelial Cells,SH3BGRL3,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Endothelial Cell-Vascular Endothelial Cells,UBC,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Erythrocyte,DUSP1,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Erythrocyte,EEF1D,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Erythrocyte,GNLY,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Erythrocyte,HIST1H4C,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Erythrocyte,HSPE1,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Erythrocyte,NPM1,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Erythrocyte,OST4,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Erythrocyte,RHOA,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Erythrocyte,TAGLN2,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Erythrocyte,TMA7,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Erythrocyte,TXNIP,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Immune Cells-Monocyte,ATP6V0C,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Immune Cells-Monocyte,CXCL2,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Immune Cells-Monocyte,DUSP1,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Immune Cells-Monocyte,FOS,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Immune Cells-Monocyte,HSPA5,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Immune Cells-Monocyte,IFITM2,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Immune Cells-Monocyte,IL1B,20,yes
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Immune Cells-Monocyte,ITM2B,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Immune Cells-Monocyte,KLF6,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Immune Cells-Monocyte,LAPTM5,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Immune Cells-Monocyte,NFKBIA,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Immune Cells-Monocyte,NFKBIZ,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Immune Cells-Monocyte,PNRC1,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Immune Cells-Monocyte,SOD2,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Immune Cells-Monocyte,SRGN,1,no
18.human_CrossTissueImmuneCells,normal,Bone Marrow,Immune Cells-Monocyte,ZFAND5,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,ANKRD28,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,ATF3,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,BCAS2,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,BTF3,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,BTG2,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,CD74,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,CDKN1A,111,yes
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,COX7C,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,CUTA,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,H3F3A,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,HDLBP,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,HINT1,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,HIST1H1C,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,HLA-A,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,HLA-B,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,HLA-E,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,HSPA1A,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,HSPA1B,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,HSPD1,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,IGKV3-20,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,IGKV4-1,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,IRF1,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,JUN,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,KRTCAP2,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,LMAN2,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,LMNA,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,MANF,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,MCL1,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,MTRNR2L12,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,OST4,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,PTMA,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,RGS1,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,RHOB,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,RPL22,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,RPS10,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,RPS8,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,RPSA,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,S100A6,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,SEC62,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,SERP1,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,SPCS1,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,SPCS3,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,SSR2,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,SSR3,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,SUB1,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,TAGLN2,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,TENT5C,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,TMED9,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,TXNDC5,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,TXNIP,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,YBX1,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-B Cell,ZFP36L2,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-Nk Cell,CCL5,8,yes
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-Nk Cell,EEF1B2,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-Nk Cell,PABPC1,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-Nk Cell,PTPRC,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-Nk Cell,RPL10A,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-Nk Cell,RPL22,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-Nk Cell,RPL27,1,no
