gene	HCA.human_normal.TissueStability:normal:Esophagus	HCA.human_normal.TissueStability:normal:Lung	HCA.human_disease.PulmonaryFibrosisGSE135893:disease:Lung	16.human_peripheralBlood:young-healthyOld:normal:Peripheral Blood	16.human_peripheralBlood:young-frail:disease:Peripheral Blood	17.human_TabulaSapiens:normal:Blood	17.human_TabulaSapiens:normal:Bone Marrow	17.human_TabulaSapiens:normal:Muscle	17.human_TabulaSapiens:normal:Tongue	19.human_DiseaseGeneFusion:normal:Esophagus Muscularis
NCL	0.129403388647369	NA	0.143944562568727	0.106287065774237	-0.0866463363677714	0.0686860993332853	-0.015663156097431	0.547886154356978	NA	-0.057384531584533
NDRG1	0.0535570145626013	NA	NA	NA	NA	NA	NA	0.575128606771813	NA	-0.154323881628067
NDUFA1	0.145750545376497	NA	0.0693142434105209	0.0961917922010323	0.0858481445040497	NA	-0.0899737122326133	0.284084204108874	NA	-0.0230468991003108
NDUFA10	0.0147385404086257	NA	NA	NA	NA	NA	NA	0.0125534025364781	NA	-0.0614680140319516
NDUFA11	0.168677994967151	NA	NA	NA	NA	NA	-0.0978776497566013	-0.232952941741509	NA	NA
NDUFA12	0.251210085804536	NA	NA	NA	NA	NA	0.285139017253189	0.177059350142353	NA	0.079207932949789
NDUFA4	-0.0199014099774455	0.0750485254855823	0.0592944048461337	-0.00378429342979238	-0.0624292783557455	0.0700720010416732	-0.0151129409095878	0.0933809783439104	-0.303119381980675	0.152243945430709
NDUFA4L2	-0.125634322037118	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFA6	-0.0768510123416155	NA	0.111430850010357	NA	NA	NA	-0.296434651585587	-0.446670241876222	NA	0.0902391420628475
NDUFAB1	0.165505420523281	NA	0.120849141569906	NA	NA	NA	0.166262989442147	0.138819490080794	NA	0.00724987007675336
NDUFB10	0.180511644711222	NA	0.114427995058171	NA	NA	NA	0.405271149686422	0.0794806963441487	NA	0.076396918715802
NDUFB11	0.0950729550222362	NA	0.152160588634568	0.0447343686082005	-0.0802571911017237	NA	0.00524752402092829	-0.26449733540795	NA	-0.00276493544290255
NDUFB2	0.169725952734724	NA	0.214787544311373	NA	NA	NA	-0.00372279567041384	-0.0642978331894787	NA	0.187586761072305
NDUFB3	0.155514194696671	NA	-0.022225921112491	NA	NA	NA	0.119553388849294	0.0214602184100335	NA	0.0529291321333689
NDUFB4	0.167797020762199	NA	0.037763295637306	NA	NA	NA	-0.0151600743575067	-0.157610614322982	NA	0.100676696052865
NDUFB5	0.205817139437189	NA	0.0697703724568892	NA	NA	NA	0.0426234880713916	-0.0709822421796667	NA	0.110721158139422
NDUFB7	0.157442457642078	NA	0.136530660354103	NA	NA	NA	0.334548444652339	0.336043127093743	NA	0.1570166422814
NDUFB8	0.0515761414388929	NA	NA	NA	NA	NA	0.376795459404601	0.465604771824768	NA	NA
NDUFB9	0.0569562427533736	NA	0.163071485336207	-0.0331018160353597	-0.151092219040836	NA	0.19850724771501	-0.137019956945676	NA	0.0481897726529058
NDUFC1	0.221349745601746	NA	0.089443580755549	NA	NA	NA	-0.125213776211525	-0.255055109020006	NA	-0.0029899202777638
NDUFC2	0.242676028958355	NA	NA	NA	NA	NA	-0.0636720088610403	-0.156783505821737	NA	NA
NDUFS5	0.0985878706647667	0.0701679485480433	0.12385229648872	0.019936640693968	-0.174154239835692	NA	0.249337848562015	0.2818860100462	NA	0.0655670343072793
NDUFS6	0.183389725223857	NA	NA	NA	NA	NA	0.46287398246213	0.210227417407427	NA	0.102139212563867
NDUFS7	0.154939074924017	NA	NA	NA	NA	NA	0.111920095189989	-0.509604365489593	NA	0.103872004599146
NDUFS8	0.271524773315702	NA	0.304782547149224	NA	NA	NA	0.506097288219862	-0.0668303176228417	NA	0.115648716995284
NEAT1	-0.00483491033601317	0.238895467394213	0.0957136634825707	0.166526977262692	-0.0112705743558595	-0.120542685298935	0.08927595828906	0.0069175362711657	NA	-0.55339189459678
NEDD8	0.190438001314469	NA	0.121827250143075	NA	NA	NA	0.236425872318432	0.216895797740178	NA	NA
NFE2L2	0.285667415640121	NA	NA	0.10303021811941	-0.161480187736033	NA	NA	0.0370685714601142	NA	-0.125859855666273
NFKBIA	0.177629670557433	0.0153342593732018	0.0916167257758613	0.0450829123152813	0.117565824149775	0.15896077077236	0.132711024703149	0.098731786333083	NA	-0.24413935772888
NHP2	0.107642449315092	NA	NA	NA	NA	NA	0.393184845889892	0.509716754846176	NA	0.044638662369462
NME1	0.152371824487086	NA	NA	NA	NA	NA	0.188506924402747	0.493880814000669	NA	NA
NMU	0.289926635991279	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOP10	0.281623200644315	0.0958986303830679	0.195879840739935	NA	NA	-0.236764090871206	0.0895534923453189	0.292527447416037	NA	0.169897029024864
NOP53	-0.0220214085237465	0.224664247866675	NA	NA	NA	-0.0306804778835935	0.249425016882219	0.547299775931262	NA	NA
NPM1	-0.0339018634507849	0.0911134460960955	-0.0408933055597642	-0.0333560781375502	-0.110166254296597	0.100557446057896	0.223265233644464	0.18039099423858	NA	-0.0170049105279137
NUCB2	-0.0925593778201862	NA	0.0675633483810907	NA	NA	NA	-0.262547739844053	-0.191787524857993	NA	0.0101297204358186
NUCKS1	0.160338138263958	NA	0.0959674141554759	-0.0139959200583384	-0.24237167539031	NA	0.0998390903200098	0.0459208817215148	NA	0.0266995709524052
NUPR1	0.345893303799178	0.653981812632576	0.101286634145739	NA	NA	NA	NA	-0.429653938467803	NA	0.0690145965364282
OAZ1	0.123787373792666	-0.0168602307722647	0.106066628169219	0.0986493474915249	0.109074972791325	0.0322999012975128	0.0899657245938204	0.1286774398703	NA	NA
OST4	0.0973222259613869	-0.0882487027827967	0.0937351175748374	0.0346042986985441	-0.106168802198416	-0.155137751673913	-0.11565736212155	0.177443709953648	NA	0.156273299676266
P4HB	0.0238082366990648	NA	0.0690775430653572	0.0821321590378892	-0.018491512847797	NA	0.320962269365796	0.685305388561853	NA	0.0125489760733194
PA2G4	0.144486714576869	NA	0.0286549294179472	NA	NA	NA	0.149950144276011	0.251603600389383	NA	-0.0243615573562914
PABPC1	-0.0594434813480398	0.0849122844108103	-0.00448285638376622	-0.039106029284183	-0.0947523259707057	-0.142351310247051	0.0530622752412987	0.379401685616267	NA	-0.141348318964715
PARK7	0.104488597349308	NA	0.0270694772172078	0.00551950765005088	-0.0885748269174518	NA	0.227439444917596	0.172889676704775	NA	0.158397395505995
PCBP1	0.126065348672701	NA	0.0572464815655337	-0.117862810991055	-0.0181585842024664	-0.352710833287425	0.697451411722682	0.553723320322736	NA	0.00590433542970981
PDCD5	0.289355612317386	NA	NA	NA	NA	NA	0.312396550951603	0.170780530463356	NA	-0.0633203104339619
PDCD6	0.249052389264211	NA	NA	NA	NA	NA	NA	0.347656143631364	NA	NA
PDIA3	0.217709004406538	NA	0.237465208806542	0.0654741650062823	-0.0131629629943313	NA	0.159288374751487	0.0750264502650399	NA	0.00833868045557928
PDIA6	0.273458201007527	NA	0.0438726322298494	NA	NA	NA	-0.246891214436291	-0.0624138078346184	NA	-0.0120902543333363
PDLIM1	0.522977129087681	NA	0.279807552741659	NA	NA	NA	NA	0.365214403812985	NA	NA
PDZK1IP1	0.537488619827549	NA	NA	NA	NA	NA	NA	NA	NA	NA
PEBP1	-0.176004924453439	NA	-0.160476944658661	0.0477856468446096	-0.0603944726883787	NA	0.250736177992989	0.173849432154943	NA	0.156143177984693
PERP	-0.023990220393656	NA	0.189973136101788	NA	NA	NA	NA	-0.916396401227128	NA	0.0800780100269352
PFDN2	0.171390776638238	NA	NA	NA	NA	NA	0.350674181889114	0.322856505518711	NA	-0.0288329578273114
PFDN5	0.0840742125620671	-0.0866766751325782	0.0348829527300943	0.00375641694608449	-0.0516623343002629	0.0553685680336522	0.304004077257295	0.260354050327123	NA	-0.0498235948186122
PFN1	-0.0778074592309197	-0.0788144292822937	0.100570708753689	0.0516314202634896	0.1567256041709	-0.0407750937068823	0.21071664729602	0.276036099983449	NA	0.297790743746487
PGAM1	0.0908478332457817	NA	-0.0204254965921221	0.0897723851382953	-0.0207891604751114	NA	NA	0.201428491296995	NA	0.124549792970927
PGD	-0.0218710489902999	NA	-0.0396108327117519	NA	NA	-0.0327777091167009	-0.0618824533186186	0.355822761268244	NA	NA
PGK1	0.0299320402830932	NA	0.138255772081507	0.174088563291216	-0.128677549967331	-0.104193031566381	0.0182598987765857	0.00576711353684778	NA	-0.0886887820009691
PGLS	0.250813455184315	NA	0.0932510730536844	NA	NA	NA	NA	NA	NA	NA
PHB	0.187855710372553	NA	NA	NA	NA	NA	NA	0.23226258429885	NA	-0.00608055637274185
PHLDA1	0.276514561780866	NA	-0.0414567411888238	NA	NA	NA	NA	0.214633376129677	NA	NA
PHLDA2	0.124080003894393	NA	0.202179178924102	NA	NA	NA	NA	0.706017039436693	NA	NA
PI3	0.430760280895114	NA	NA	NA	NA	NA	NA	NA	NA	NA
PIM1	-0.0534470843808121	NA	NA	-0.128204676120549	-0.248468917613775	NA	NA	0.39077100325303	NA	NA
PITX1	0.12766771524533	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKM	0.00184407716765518	-0.0318471996691546	0.125775677911751	0.132006276067958	0.101186765575622	-0.180278862967448	-0.023197811210474	0.235975934477586	NA	0.0699004241443191
PKP1	0.0829702348546742	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKP3	0.02886498861424	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLIN3	0.286972218170857	NA	NA	NA	NA	NA	NA	0.419431595857552	NA	0.0521378189220937
PLP2	0.0630849621566585	NA	0.0881350962727231	0.098256449378183	-0.0961847652870222	NA	0.16488409882128	0.155856323129516	NA	0.0937887046521913
PMAIP1	0.118935193898882	NA	NA	0.176409836067723	-0.101008617258856	NA	NA	-0.228218459659249	NA	NA
PNRC1	-0.00243017495435067	0.139538004251896	0.152619697915718	0.075325289671477	0.0159375685669525	0.102887014438531	0.208655222549905	0.187102001159812	NA	-0.377561621374762
POLR1D	0.09467484083588	NA	NA	NA	NA	NA	NA	-0.148941223179065	NA	-0.112377426761818
POLR2L	0.199433638069858	0.095974223051111	0.0844193335779267	NA	NA	NA	0.272402575747061	0.235721759571687	NA	0.266860603477974
POMP	0.065760226630921	0.0556066679703413	0.243125767163152	NA	NA	NA	-0.119369541843735	-0.0567797806108014	NA	0.0752402012637147
PPA1	0.106001406033488	NA	0.0545994292440749	NA	NA	NA	0.171119242206262	0.133655181229737	NA	-0.165866566045219
PPDPF	0.0732590123463393	-0.0672892585922964	0.120972766567487	0.0708851187392665	-0.0509212776329801	NA	NA	NA	NA	0.181670168711539
PPIA	0.0158847294765141	0.0399267139164314	0.0951428319226041	0.0112326782648122	-0.0209887674782477	-0.0752601325050323	0.208397230244293	0.291232701811427	-0.290750775434165	0.264628627277026
PPIB	0.238248884718342	NA	0.126488524737492	0.0166753321953829	-0.0452336979361088	NA	0.111089335800227	0.624356285624678	NA	0.0951432443384901
PPIC	0.112073532629412	NA	NA	NA	NA	NA	NA	0.0737244714305636	NA	-0.0227460689999047
PPL	-0.0331824132283744	NA	NA	NA	NA	NA	NA	-0.276282279663463	NA	NA
PPP1CA	0.0397292737643551	NA	-0.200877116944013	0.0650928571414623	0.0418003890686483	NA	0.484220954832131	0.265680615450984	NA	-0.0836200636909206
PPP1CB	0.184022209203564	NA	NA	NA	NA	NA	0.18385263533086	-0.323289071145124	NA	0.029320381468367
PPP1R15A	0.139258822901234	-0.00792005895088209	-0.0905565288817444	0.00262579884805425	-0.0394050974187619	NA	NA	0.570754332747528	NA	NA
PPP4C	0.202301207163111	NA	NA	NA	NA	NA	0.404004101164588	0.168659881104519	NA	-0.0583089829862478
PRDX1	-0.0561856705887521	0.0564807526783407	0.186899772469446	NA	NA	NA	0.208022446489402	0.462371107668633	-0.169329527861797	0.311205540795999
PRDX2	0.00226624984022916	NA	0.130648674608095	NA	NA	0.263279775129625	0.558053176313339	0.0724998397718346	NA	NA
PRDX5	0.0344855557377646	0.396819813132781	0.290974440120696	NA	NA	NA	0.443024912493886	0.382538415415312	NA	0.176273754547112
PRDX6	-0.0310233215833424	NA	-0.0289091863516303	NA	NA	NA	0.229084194504421	0.0964744184763434	NA	0.235886055621987
PRELID1	0.128164731337124	NA	0.0748846893112806	0.0625959343289166	-0.0691449867687724	NA	0.504544706869272	0.563089519182066	NA	-0.0579583382297084
PRRC2C	0.128688488715655	NA	NA	0.131015943260406	-0.125055922702123	NA	-0.718227145981985	-0.359922038684425	NA	-0.0183809341343235
PRSS22	0.330310374198901	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRSS3	-0.00108345758591802	NA	NA	NA	NA	NA	NA	NA	NA	NA
PSMA3	0.34360627807991	NA	NA	NA	NA	NA	0.441684193362789	0.187885010315213	NA	0.00913640789341536
PSMA4	0.361796262878551	NA	-0.024101559893694	NA	NA	NA	0.0901536084430327	0.00118286171511802	NA	0.029121380703472
PSMA5	0.411887648486647	NA	NA	NA	NA	NA	0.187039477509429	-0.166259757651818	NA	-0.000798019586575356
PSMA7	0.100541544496507	0.0276017373355645	0.179344742256783	0.0783683788170513	-0.141580231299329	0.119384979483051	0.138378043923443	0.254893815025027	NA	0.0253251870841635
PSMB1	0.0513133464474406	NA	0.0565289318121598	0.0719011785780897	0.0237534577743962	NA	-0.0910561231216976	-0.18522966686945	NA	-0.0232523737485546
PSMB2	0.171263407197256	NA	NA	NA	NA	NA	NA	-0.98232372091911	NA	-0.0653535565043507
PSMB3	0.105674482001148	NA	0.107328134757942	NA	NA	NA	0.268167640207533	0.407407639179195	NA	0.0724347630778147
PSMB5	0.150736724412954	NA	NA	NA	NA	NA	NA	0.150849495359781	NA	-0.0417255784892094
PSMB6	0.110471197299168	NA	0.236119984263379	NA	NA	NA	0.279743998969237	0.12443643959314	NA	0.053611640481768
PSMB7	0.172657740894848	NA	NA	NA	NA	NA	0.627316288718366	0.241555075558452	NA	-0.0637420592416509
PSMC5	0.321397860523371	NA	NA	NA	NA	NA	NA	0.249195837475524	NA	0.111481933456347
PSMD7	0.143257896807826	NA	NA	NA	NA	NA	0.500626050070118	0.159466754036599	NA	-0.0908815990294056
PSMD8	0.191752008926248	NA	0.114396212260047	NA	NA	NA	0.341353330429529	0.0804924867603051	NA	0.00839714305516195
PSME1	0.251233904369576	0.297692470612627	-0.0650551989777125	-0.00879309244777059	-0.019252501090451	NA	0.327106933006284	0.271053920345414	NA	0.0682493352688557
PSME2	0.342499250136185	NA	0.00834445831200468	0.0568260800158855	0.04156976846049	NA	0.118414808825824	0.0359980742295117	NA	NA
PTGES3	0.338693882274401	NA	0.0577787910515564	-0.0736607209589874	-0.12818008705142	NA	0.0530043711632638	0.0923849546333299	NA	0.0407871917724116
PTGR1	-0.0525729405526762	NA	NA	NA	NA	NA	NA	0.117658003461108	NA	0.0339479752261078
PTMA	0.0810354761363464	0.068249757960686	0.0749024357806901	-0.0305712902896235	-0.0871059530978409	0.00532605120648957	0.207824189882499	0.178315167354806	0.0574785319449501	-0.10274502168491
PTMS	0.171933534639148	NA	0.13193758694975	NA	NA	NA	NA	2.00737360200503	NA	0.0341612003416321
PTN	0.232717770664869	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTTG1	0.157971747576973	NA	0.292808482093568	NA	NA	NA	NA	0.41343371418146	NA	NA
RAB10	0.0430325864008944	NA	NA	NA	NA	NA	NA	0.0539050918313686	NA	-0.0436584661466134
RAB11A	-0.0622576206899225	NA	0.0197071708638754	NA	NA	NA	NA	-0.086739680707218	NA	-0.104918501258993
RAB13	0.25819482711899	NA	0.142742793657057	NA	NA	NA	NA	-0.0868494028963241	NA	NA
RAB1A	0.106522730647058	NA	NA	NA	NA	NA	0.0408797288176999	-0.11354980173828	NA	0.00580125887082822
RAB25	0.0683775915181352	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAB2A	0.0441954718721369	NA	NA	NA	NA	NA	NA	0.0707176518660278	NA	-0.0496806956129767
RAC1	-0.00237043886564201	0.0014578706018813	0.108106393401255	0.0155334347808452	0.0556774553658329	-0.00966462709508445	0.0837345381209275	0.128644241107664	NA	-0.0508430233365691
RACK1	-0.0797131585421537	0.104081097343098	NA	NA	NA	-0.0628625541227107	0.222139623859468	0.290119701480773	0.0292241975384678	NA
RALA	-0.0657313839797459	NA	NA	NA	NA	NA	NA	0.0736422951430766	NA	-0.0930001643417877
RALBP1	0.0564454796356562	NA	NA	NA	NA	NA	NA	-0.678047533690329	NA	-0.0334039200200308
RAN	-0.000898030169169907	NA	0.0633030872297627	0.0743356474721943	-0.0276400153814984	NA	0.0740715098607183	0.0985327383340665	NA	0.0514143162731054
RANBP1	0.17486037756515	NA	-0.0271565988987	NA	NA	NA	0.34380271414454	0.328446792243439	NA	-0.0303468781612205
RBM3	-0.592985554692052	NA	-0.136948488385407	0.00994435757863755	-0.117395165146782	0.11951216477818	0.227285962081595	0.202737535649046	NA	-0.00834178617359699
RBM39	0.0334280518376573	NA	NA	0.0590842992485529	-0.135355512183721	0.0786588771915781	-0.0511771206520362	-0.0720591377287369	NA	0.0414501862224101
RBM8A	-0.162260859296618	NA	NA	NA	NA	NA	0.235972245667824	-0.0461987566812365	NA	-0.126779076939665
RBX1	0.0508000127101739	NA	0.14312524749997	NA	NA	NA	-0.31516839906573	-0.437159669213427	NA	0.0418266604176385
RER1	0.0309405510816379	NA	NA	NA	NA	NA	0.107499620994012	-0.0995907923770274	NA	-0.100448201198332
REXO2	0.0447988620733416	NA	NA	NA	NA	NA	NA	0.193708610580538	NA	-0.00342929131470343
RHCG	0.053290657681767	NA	NA	NA	NA	NA	NA	NA	NA	NA
RHOA	0.17371223638425	0.0111772868683802	0.135435726938962	0.0580600653578512	-0.0217784350442384	-0.00291522412465419	0.23599679456504	0.10715547827155	NA	0.0423383403505279
RHOV	0.342277182398659	NA	NA	NA	NA	NA	NA	NA	NA	NA
RND3	0.200970803765853	NA	NA	NA	NA	NA	NA	0.332133037782173	NA	-0.130631391874392
RNF7	0.248514839871053	NA	NA	NA	NA	NA	NA	0.0556836675969301	NA	0.0570142027580652
RNH1	0.0692921564496087	NA	0.0986295482780042	NA	NA	NA	NA	0.294492221355652	NA	-0.0075798421878014
RPL10	0.0485725448734691	0.0326179566693819	-0.0891361307389621	-0.0466466443533054	-0.0713053056295997	-0.00481604693182794	0.444369647605556	0.472427195674761	0.457120919954253	0.265311871301252
RPL10A	-0.0237732774140822	0.0850208925250617	0.0110022251417587	-0.0514387558424186	-0.0999740463975561	-0.0562705531812496	0.339794178556829	0.488362830153467	0.219559123120362	0.0763871462500123
RPL10P9	-1.23267629909263	-0.143328050344187	NA	NA	NA	-0.255388721368531	1.22889439631883	1.55724924166937	1.28113393597271	NA
RPL11	-0.00568832740457272	0.0857851253566938	-0.117615715547797	-0.0793750117981931	-0.0892490727120324	-0.0220624235016544	0.788946392718219	0.854324664174153	NA	-0.0323491837052897
RPL12	-0.0331588979455649	0.021409780708345	-0.0460680159551007	-0.0439375422564065	-0.0870496030308345	-0.091333445972453	0.548131079465736	0.581313606183825	0.450694242669027	0.134641259000014
RPL13	-0.037042432735094	0.0259399154507292	-0.0799602380080561	-0.0353207426925849	-0.104283382363586	-0.0851611780322823	0.312036951840111	0.606840424200263	0.573981646413638	0.0259091946542815
RPL13A	-0.0073545204561951	0.0552566612058398	0.0232921226813953	-0.0224112277200983	-0.122691607861883	0.00208873770206871	-0.0248416773590802	0.164904921234665	0.140875474587387	-0.0453382425273088
RPL14	0.0188775428578139	0.102700004044425	-0.0971336878449673	-0.0290585331409515	-0.085511865189163	-0.0501562639035725	0.512563669037885	0.551899266391167	NA	-0.001154934985533
RPL15	-0.0864958293215242	0.0319194062682806	-0.0249646670792153	-0.0255596258054684	-0.035998850943305	-0.0869903801955175	-0.0855346449644075	0.0453170241002368	0.0362370564156144	-0.0568364885557133
RPL18	0.0113906438399711	0.128573743444057	-0.109255292812023	-0.0452273050583196	-0.0881106269389977	-0.0602538184675381	0.568498683889139	0.678233898816611	NA	-0.108356027847652
RPL18A	0.0628646387101739	0.0158520620123356	-0.0872192537199144	-0.0423683872714499	-0.0756785800726572	-0.129968097552468	0.350090245304009	0.481067630673581	0.410781731173028	-0.275192669452074
RPL18AP3	0.11485988725244	-0.029089962965827	NA	NA	NA	NA	0.6772189921017	1.07340213050516	0.544613084921605	NA
RPL19	0.0357369925882664	0.095227929921966	-0.103722199202961	-0.053453852107436	-0.0785872554718842	-0.0287130446166631	0.510025636072655	0.423203637332007	0.18380414125472	-0.0854707248629875
RPL21	-0.0452452719701049	0.0517553672575439	-0.088987648115335	-0.029176177342212	-0.0824908967188477	-0.170219525626655	0.0377874228161413	0.16031887219696	0.0599801558298109	0.0717269147312425
RPL22	0.0479093320321231	0.124361488653125	-0.0382310492656805	-0.101601106318688	-0.104712046643343	-0.300203578976995	0.6294025903204	0.697776939378309	NA	0.0309804459017021
RPL22L1	0.110695971602612	NA	0.035912036432931	0.00571387559182084	-0.0773298638001983	NA	0.66133375962131	0.370606730260299	NA	NA
RPL23	0.154305372146565	0.110267561569024	-0.0533362647666711	-0.00573532211168603	-0.140067681752464	0.0646309974269787	0.353448108515157	0.560081968528458	0.627132545516582	-0.0525325847183867
RPL23A	-0.0244534872620776	0.113501473853929	-0.107348858704467	-0.0664481937443375	-0.0884485565530659	-0.165180220303777	0.00327094914223309	0.293124202448123	0.0210993471208001	-0.211975397992991
RPL24	0.029234670725467	0.108556753479384	-0.0651473006761447	-0.0428991874422363	-0.0981895468277797	0.00960886353029334	0.593039885137389	0.791625350113901	NA	-0.0915987930340967
RPL26	-0.0842179044348549	0.0714042624103392	-0.0475396466468907	-0.0282003087749661	-0.0678773283101115	-0.188184414014564	0.580306532365447	0.991217231127008	NA	NA
RPL27	0.0429304748733414	0.0867263695080031	-0.058422915898966	-0.0327543897546032	-0.0971456780783889	-0.0919734988421825	0.0993463032421434	0.238764689798119	0.140819213622102	-0.0694240479214929
RPL27A	0.00991698383168464	0.0496662530838935	0.0210650502862928	0.0321970221538821	-0.108115004880118	0.00411815676906264	-0.0320628752288978	0.547760469099336	0.488426060324561	-0.073846324587314
RPL28	0.0510210627361145	0.111363703044337	-0.0870465229638779	-0.0129458318266905	-0.0180105208264372	-0.0276686088299301	0.921253927911035	1.12584274396744	NA	0.0287973146715263
RPL29	0.0577952023290853	0.106621299904567	-0.0801764255912367	-0.0555702671298595	-0.0944063135215462	-0.102726124297527	0.558719456637207	0.569970697038979	0.30351712930165	-0.0727893230598117
RPL3	-0.10855014820916	0.0607020657624895	-0.0660898079327574	0.00116332666620218	-0.0950344464870177	-0.0456939939387043	-0.00418659168707673	0.323564646112138	-0.0639546400105062	-0.114589127411792
RPL30	0.0148010784159371	0.141131218042548	-0.109451339992451	-0.0813091007961547	-0.111554371215015	-0.0467329325397368	0.708491994102106	0.75641561784101	NA	0.0472837736465825
RPL31	-0.0400747222589565	0.0732375667794916	0.0127269749519129	-0.0252698926885685	-0.0917084786511831	-0.029153721960575	-0.204393053780138	0.058380727882744	-0.0710488713967982	-0.016166100850631
RPL32	-0.0509084764966752	0.0634459504679259	-0.0772315324738379	-0.0839164896778436	-0.119696709058531	-0.0720777397671346	0.587138436768299	0.567032940045193	0.380256117856884	0.0122810042899273
RPL34	0.011877395807038	0.0650669160167449	-0.0678349041588915	-0.0910731781986954	-0.0838283024623845	-0.0899418260323716	0.430979560082659	0.711887633750148	0.704539604887755	-0.0893425535532977
RPL35	0.0775551370255151	0.0435425928950181	0.00498385068055241	0.0168240824210628	-0.0758837705538947	-0.125499938056367	0.304396431964548	0.677563384235475	0.423738568508559	0.025764086648343
RPL35A	0.0395361202541288	0.0828700858353556	-0.0659827906203657	-0.0847423465897804	-0.0841206561906867	-0.0462724791741997	0.664451601280021	0.792726187523597	0.714868566449836	-0.120954061106002
RPL36	0.160690903782442	0.0285940223930837	-0.0310129532127718	-0.0396207359728189	-0.0486959616023436	-0.152371184541118	0.558047538663415	0.781681341538802	NA	0.00878229009676817
RPL36A	0.26670308369755	0.479041238938487	0.13064357625969	-0.0308136000530757	-0.0060190614631683	-1.15193857323749	-0.0340286688704047	0.0441935874998996	NA	NA
RPL36AL	-0.0129898645263036	0.261336504350366	0.0100032959961061	-0.00983302728439905	-0.0647861431175535	0.0408731779561476	0.0670315154629375	0.157013292227866	NA	-0.099058227161953
RPL37	0.216240665033182	0.166082183731555	-0.0977438272857724	-0.0965562666442141	-0.044409578965319	-0.165291291887715	0.526863668707518	0.846635925055128	0.999042585241489	-0.0841647572438148
RPL37A	0.189750373882364	0.119569753740051	-0.0376504930649702	-0.0432851248673428	-0.00727819101873632	-0.185821118774994	0.282749246613297	0.709710207530516	0.756221752281891	-0.118277015876557
RPL38	0.212677652862433	0.112342764555282	-0.0666256284253974	-0.0366348886393102	-0.0876224125710871	-0.110649998216747	0.479919604868527	1.06679455806208	NA	-0.00799191502921989
RPL39	0.099231963465464	0.163816972214226	-0.0515433166416963	-0.0921757614311751	-0.0640150735041342	-0.181262601801317	0.98997201461002	1.33267576030792	1.39428546238193	0.128583119306401
RPL3P4	-0.0301269928393876	-0.0230912328617397	NA	NA	NA	NA	0.200179600480227	1.08121450295469	0.103166703351852	NA
RPL4	-0.089935688746941	0.159513263303108	-0.0220815460294928	-0.0416836858959249	-0.078481462303614	-0.0691269162117275	-0.00622333676242978	0.152061754096997	-0.507153595597467	-0.0511015214665111
RPL41	-0.00183446942289903	0.0287875540383553	0.0648043993182814	0.0168143283757682	-0.0338077976150931	-0.134788497796363	1.10464235094072	1.2994873722162	1.15130629405002	-0.00801199876701141
RPL5	-0.0462192837993431	0.21017074522209	-0.0859195234500454	-0.0812881722785137	-0.0994061502121674	-0.0543282705452448	0.278220872312972	0.196200424324834	-0.171740076292883	0.00320401574569159
RPL6	-0.000918506395028942	0.0810793607765479	-0.0834982412904166	-0.0371010727206016	-0.0481185677455504	-0.0443335037098227	0.505902704111707	0.52273647578521	0.12210834532542	-0.048242984750571
RPL7	0.000526524032080466	0.0265634408789211	-0.00253674761691886	-0.0180327947328529	-0.123776945480935	0.0291030228723104	-0.252744629592044	-0.168836887964138	-0.555884565763364	-0.111145252170452
RPL7A	0.0513184386718783	0.133220471601245	-0.0661146092577152	-0.0324928649221208	-0.0567212234948304	-0.0388413339554742	0.583350477497888	0.647007837761305	NA	0.00520739339400175
RPL8	-0.0163176167920884	0.0304016106670722	0.00657846031196537	-0.0215652585168332	-0.0455226270324961	-0.0794613273565395	0.41124343999699	0.677419082566137	NA	0.0016991222738219
RPL9	-0.0689001830061422	0.127162424066222	-0.134413779822674	-0.103849306425761	-0.122742186474237	-0.101060372481107	0.250571109820781	0.65232483828726	0.433588683444166	0.0163003679801378
RPL9P9	0.239722874661995	0.152146243240153	NA	NA	NA	NA	NA	NA	NA	NA
RPLP0	-0.0191726104935979	0.172939643015105	-0.110753551822978	-0.0448294643796673	-0.0753973535408119	-0.0596963878873291	0.438083753679751	0.582530906790072	0.213842636869604	-0.029105634280529
RPLP1	0.0189265747398099	0.0414817215357205	-0.0539576394454001	-0.0129271070504393	-0.030758423000099	-0.0606590810857232	0.324940824750773	0.500828321955658	0.596284611781269	0.00323590465907271
RPLP2	0.0592377291409648	0.113427422177528	-0.0583751753741744	-0.0606877216983019	-0.079049783584175	-0.0659544361551138	0.436143772704993	0.672320673431029	0.77532288468529	0.0407354342559118
RPS10	0.0926150246365028	0.288645431799813	-0.0566081012318091	-0.0407970426383877	-0.104224638514114	-0.502195030947817	0.793254053572541	0.927153026373747	NA	NA
RPS11	0.230554675958784	0.164976732543274	-0.0174364011461915	-0.0138440015888147	-0.0701677206075589	-0.0510581800140692	0.223167656828471	0.489310288411802	0.530136939685462	0.0590322298404507
