gene	HCA.human_normal.TissueStability:normal:Esophagus	HCA.human_normal.TissueStability:normal:Lung	HCA.human_disease.PulmonaryFibrosisGSE135893:disease:Lung	16.human_peripheralBlood:young-healthyOld:normal:Peripheral Blood	16.human_peripheralBlood:young-frail:disease:Peripheral Blood	17.human_TabulaSapiens:normal:Blood	17.human_TabulaSapiens:normal:Bone Marrow	17.human_TabulaSapiens:normal:Muscle	17.human_TabulaSapiens:normal:Tongue	19.human_DiseaseGeneFusion:normal:Esophagus Muscularis
CD48	NA	NA	NA	-0.57390331779324	-54.2603741825017	NA	NA	NA	NA	NA
CD5	NA	NA	NA	-1.2535838607234	-10.4866647856195	NA	NA	NA	NA	NA
CD52	NA	8.3497435041271	40.1909762315349	23.6257893740376	15.2897855597329	-6.2783899221947	6.59793681971062	4.63406862327078	NA	NA
CD53	NA	NA	6.96953354916254	NA	NA	13.1938467078167	6.45843295135012	0.76723422214753	NA	NA
CD55	0.623301928456245	NA	2.60859092319747	11.1502438040105	-7.61940251042775	NA	-0.610468713652139	3.317741792726	NA	NA
CD58	NA	NA	NA	NA	NA	NA	NA	0.325564707426707	NA	NA
CD59	8.89055997166786	NA	11.6891764509422	NA	NA	NA	-1.08711984208111	23.431824290615	NA	-0.936553410602348
CD6	NA	NA	NA	1.53987911679852	-2.38076317349562	NA	NA	NA	NA	NA
CD63	-4.91106808003591	-7.36140473102779	Inf	NA	NA	8.96988165119306	2.27438235704736	53.3598403830266	NA	0.464220948991599
CD68	NA	NA	18.3218802924291	33.3223233993076	0.375320085225728	NA	NA	7.16095950145744	NA	NA
CD69	NA	0.557945542464933	2.84483707779882	-1.90804570218399	-13.0121140122688	NA	-0.483132958164646	-4.20121642903881	NA	NA
CD7	NA	NA	1.2095795233563	11.4233435515772	-3.26492936095749	NA	NA	NA	NA	NA
CD74	-0.335916654513706	-2.63302906028987	42.2264249544482	-30.5034278316479	-0.307792971398989	-50.7387560376749	1.92614610271305	0.779122711309594	NA	-1.36677875808783
CD79A	NA	NA	NA	-0.454892312621864	1.38675971786273	-25.8269581362456	NA	NA	NA	NA
CD79B	NA	NA	NA	-0.876009161559304	NA	NA	NA	NA	NA	NA
CD81	NA	NA	4.78735289605703	NA	NA	NA	NA	53.1295396325586	NA	2.53119370769164
CD82	0.782944564484036	NA	NA	NA	NA	NA	NA	4.68105050574417	NA	-0.331783328670048
CD83	NA	NA	4.67927672972426	-0.348238985947076	-6.45249055832609	NA	NA	-3.90493722781399	NA	NA
CD8A	NA	NA	1.23397622541	27.3370709048576	-6.89491071417878	NA	NA	NA	NA	NA
CD8B	NA	NA	NA	12.3514136796605	0.612993203548737	NA	NA	NA	NA	NA
CD9	-55.8339199193068	17.3047730203922	293.388541593913	NA	NA	NA	NA	0.599195167997373	NA	1.66534092810268
CD93	NA	NA	NA	NA	NA	NA	NA	-2.45031457133114	NA	NA
CD96	NA	NA	NA	NA	NA	NA	NA	-1.68516411725879	NA	NA
CD99	NA	NA	7.68282116550954	0.978762783268013	-11.7309843172749	NA	NA	NA	NA	-0.606361855434839
CD99L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.481591167998568
CDA	-1.7113693454584	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDAN1	NA	NA	NA	NA	NA	NA	NA	-3.94373177011009	NA	NA
CDC123	NA	NA	NA	NA	NA	NA	NA	4.72519925509743	NA	0.365268645801278
CDC14A	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.662837435993807
CDC14B	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.740308984948537
CDC16	NA	NA	NA	NA	NA	NA	NA	-0.315845065380664	NA	-0.775132052980154
CDC20B	NA	NA	-0.389032692448227	NA	NA	NA	NA	NA	NA	NA
CDC25B	NA	NA	NA	NA	NA	NA	NA	0.464106836333229	NA	NA
CDC26	NA	NA	NA	NA	NA	NA	NA	4.56181339166615	NA	NA
CDC27	NA	NA	NA	NA	NA	NA	NA	3.1841402741107	NA	-3.24878064710227
CDC37	NA	NA	6.08269482994041	NA	NA	NA	NA	9.19579667044029	NA	0.447767622957625
CDC37L1	NA	NA	NA	NA	NA	NA	NA	-4.17867140938302	NA	0.726848459209813
CDC40	NA	NA	NA	NA	NA	NA	NA	-3.23937518270829	NA	NA
CDC42	12.4067589798788	NA	18.9561902407034	1.66321327751674	-17.1956271095532	-3.10676898443503	-0.395607884060865	-15.1771536975652	NA	0.89128125632429
CDC42BPA	NA	NA	NA	NA	NA	NA	NA	-22.3379462149458	NA	0.321518952773968
CDC42BPB	NA	NA	NA	NA	NA	NA	NA	0.701186901615728	NA	-0.791128147430154
CDC42EP1	NA	NA	NA	NA	NA	NA	NA	0.630732303243518	NA	NA
CDC42EP3	NA	NA	NA	5.16608236877092	-2.14760133712229	NA	NA	-3.00880981582982	NA	-2.19084552190591
CDC42EP4	NA	NA	NA	NA	NA	NA	NA	7.31441826821026	NA	NA
CDC42SE1	NA	NA	NA	NA	NA	NA	NA	0.301667852183833	NA	0.597475395955436
CDC42SE2	NA	NA	NA	NA	NA	NA	3.61244935892257	0.431581602413361	NA	-0.388395737210286
CDC5L	NA	NA	NA	NA	NA	NA	NA	-22.9326718126119	NA	NA
CDC73	NA	NA	NA	NA	NA	NA	NA	-3.91347925194939	NA	-1.01157519371156
CDH11	NA	NA	NA	NA	NA	NA	NA	0.532867498718548	NA	NA
CDH12	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.38674898945544
CDH13	NA	NA	NA	NA	NA	NA	NA	-1.16737204956702	NA	-0.647031778489323
CDH23	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.909075708709799
CDH4	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.59867462780135
CDH5	NA	NA	NA	NA	NA	NA	NA	-1.2368335753053	NA	NA
CDHR3	NA	NA	0.689300781301622	NA	NA	NA	NA	NA	NA	-7.35597025606446
CDIP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.818554418811423
CDIPT	NA	NA	NA	NA	NA	NA	NA	-0.459471877733053	NA	-1.90769664609581
CDK10	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.608762531076863
CDK11A	NA	NA	NA	NA	NA	NA	NA	1.32355119771624	NA	NA
CDK11B	NA	NA	NA	NA	NA	NA	NA	-1.1032980243929	NA	-1.03207718947052
CDK12	NA	NA	NA	NA	NA	NA	NA	-0.759444321065421	NA	0.822755368293252
CDK13	NA	NA	NA	NA	NA	NA	NA	-3.67935406908378	NA	1.49650616939881
CDK14	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.334355196344141
CDK16	NA	NA	NA	NA	NA	NA	NA	-0.56001430050837	NA	NA
CDK17	NA	NA	NA	NA	NA	NA	NA	1.94765227578182	NA	-26.6332408496185
CDK19	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.863256872265018
CDK2	NA	NA	NA	NA	NA	NA	NA	1.7098782125927	NA	NA
CDK2AP1	NA	NA	NA	NA	NA	NA	NA	0.544552492438115	NA	NA
CDK2AP2	NA	NA	2.11380105689393	NA	NA	NA	NA	0.471271463511685	NA	NA
CDK4	NA	NA	NA	NA	NA	NA	NA	6.07719142464221	NA	NA
CDK5RAP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.620159691762082
CDK5RAP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.967049855174661
CDK5RAP3	NA	NA	NA	NA	NA	NA	2.12096093461922	1.81628676358104	NA	-0.460967081688183
CDK6	NA	NA	NA	NA	NA	NA	-1.69521607885325	-2.07989085004685	NA	0.978892094491162
CDK7	NA	NA	NA	NA	NA	NA	NA	0.879668097549691	NA	NA
CDK8	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.55658818708176
CDK9	NA	NA	NA	NA	NA	NA	NA	3.33231725236435	NA	NA
CDKAL1	NA	NA	NA	NA	NA	NA	NA	-1.0811719905003	NA	0.643192649491363
CDKL3	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.416469269889499
CDKL5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.614463367572748
CDKN1A	0.538379850999183	NA	9.47821731154205	-3.08429838060532	-26.3615634377126	NA	NA	91.3089801972755	NA	-3.23669768155192
CDKN1B	NA	NA	NA	0.723974831247377	NA	NA	NA	-0.471031824725265	NA	NA
CDKN1C	NA	NA	NA	NA	NA	NA	NA	13.8458167828699	NA	NA
CDKN2AIP	NA	NA	NA	NA	NA	NA	NA	-1.14706948919014	NA	NA
CDKN2AIPNL	NA	NA	NA	NA	NA	NA	NA	-1.02412700951221	NA	NA
CDO1	NA	NA	NA	NA	NA	NA	NA	5.51892374796145	NA	NA
CDR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.31588432806687
CDS1	NA	NA	3.32388908880708	NA	NA	NA	NA	NA	NA	NA
CDS2	NA	NA	NA	NA	NA	NA	NA	-16.5217177427364	NA	0.720924672101084
CDV3	NA	NA	NA	NA	NA	3.34673950400907	9.23461713697024	-0.380684967792114	NA	-1.02538198892337
CDYL	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.924551493761069
CEACAM6	NA	NA	2.54001581807349	NA	NA	NA	NA	NA	NA	NA
CEBPB	1.76084150091282	-0.674291031249702	-0.303128059179995	NA	NA	-23.6399108830302	NA	166.690502172105	NA	0.632700368717975
CEBPD	1.57935445392219	0.377209587617032	0.368277014476877	NA	NA	-1.31007858344062	NA	235.537707667222	NA	-19.64818787917
CEBPG	NA	NA	NA	NA	NA	NA	NA	-14.4132432485504	NA	NA
CEBPZ	NA	NA	NA	NA	NA	NA	NA	-3.69402648512198	NA	0.695264826200832
CEBPZOS	NA	NA	NA	NA	NA	NA	NA	0.381040745004613	NA	-0.419452604375967
CELF1	NA	NA	NA	NA	NA	NA	NA	1.19414817642584	NA	0.428779594180111
CELF2	NA	NA	NA	0.462829165086807	-1.48891370870279	-16.3682484428908	-5.67990274661827	-1.96560919613034	NA	5.67697537244063
CEMIP2	NA	NA	NA	NA	NA	NA	NA	0.728680550887378	NA	NA
CENPC	NA	NA	NA	NA	NA	NA	NA	-3.76457374160351	NA	0.334376980581208
CENPP	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.736243186893244
CENPT	NA	NA	NA	NA	NA	NA	NA	1.25555102896819	NA	1.03943689123827
CENPX	0.406062278097959	NA	NA	NA	NA	NA	NA	3.176152348483	NA	NA
CEP112	NA	NA	NA	NA	NA	NA	NA	2.72934619367273	NA	-0.57471634925164
CEP126	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.435021449435538
CEP128	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.644583286970017
CEP162	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.504142914642265
CEP164	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18226229715198
CEP170	NA	NA	NA	NA	NA	NA	NA	0.599235693360781	NA	-2.54880915781036
CEP192	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14239861039322
CEP290	NA	NA	NA	NA	NA	NA	NA	-9.02380664280921	NA	1.06141412096481
CEP350	NA	NA	NA	NA	NA	NA	-0.481177330407323	-2.47937248138254	NA	-2.59166574886102
CEP57	NA	NA	NA	NA	NA	NA	1.25977298075899	-0.829418614300353	NA	-1.00172329388447
CEP63	NA	NA	NA	NA	NA	NA	NA	-1.62483503249565	NA	NA
CEP68	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.10519207216484
CEP70	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.06809325608587
CEP83	NA	NA	NA	NA	NA	NA	NA	0.772402094861128	NA	1.22697837019231
CEP85L	NA	NA	NA	NA	NA	NA	NA	-1.26150046490874	NA	-0.561098673438959
CEP89	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.463997620534864
CEP95	NA	NA	NA	NA	NA	NA	NA	0.485270435684	NA	0.411925272745045
CEPT1	NA	NA	NA	NA	NA	NA	NA	-0.750670926053583	NA	-1.45743141755136
CERK	NA	NA	NA	NA	NA	NA	NA	0.986621057710252	NA	NA
CERS2	NA	NA	NA	NA	NA	NA	NA	-0.510716369013456	NA	NA
CERS4	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9721426131253
CERS5	NA	NA	NA	NA	NA	NA	NA	2.03779345760035	NA	0.636971411979169
CERS6	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66318417035716
CES1	NA	NA	-0.646776680544968	NA	NA	NA	NA	NA	NA	0.634723332585693
CES2	-0.342467186963782	NA	NA	NA	NA	NA	NA	NA	NA	NA
CETN2	NA	NA	2.50038611797305	NA	NA	NA	NA	0.357235871764737	NA	NA
CFAP126	NA	NA	0.490270105869868	NA	NA	NA	NA	NA	NA	NA
CFAP157	NA	NA	-0.47718158190549	NA	NA	NA	NA	NA	NA	NA
CFAP20	NA	NA	NA	NA	NA	NA	NA	0.717016951717697	NA	NA
CFAP298	NA	NA	NA	NA	NA	NA	NA	0.48186445171766	NA	NA
CFAP36	NA	NA	NA	NA	NA	NA	NA	1.73775517720003	NA	1.11140954775573
CFAP43	NA	NA	-1.01331206473777	NA	NA	NA	NA	NA	NA	NA
CFAP53	NA	NA	1.41059031310731	NA	NA	NA	NA	NA	NA	NA
CFAP54	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.628629439221668
CFAP73	NA	NA	-0.303334189653069	NA	NA	NA	NA	NA	NA	NA
CFAP97	NA	NA	NA	NA	NA	NA	NA	-0.339506923359916	NA	NA
CFD	NA	0.812049180577637	16.1747669366725	8.05456473204733	1.42860891524359	NA	NA	142.101318656296	NA	NA
CFDP1	NA	NA	NA	NA	NA	NA	NA	1.75298317799104	NA	0.396608646671026
CFH	NA	NA	NA	NA	NA	NA	NA	-18.7099214706269	NA	NA
CFI	NA	NA	NA	NA	NA	NA	NA	-0.692323518258672	NA	NA
CFL1	-15.0464683927459	-5.26097295419248	194.484545273185	57.1804498015357	55.9078152657496	-14.6168018164268	1.01174733121931	56.0041957890015	NA	8.35329901068378
CFL2	NA	NA	NA	NA	NA	NA	NA	-6.75877427092742	NA	4.0113726572611
CFLAR	NA	NA	NA	-1.14019092239435	-18.0435120879723	NA	-1.49684806369559	9.6384807177649	NA	-1.18754348357111
CFLAR-AS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.65130905321831
CFP	NA	NA	NA	5.20353432133614	-0.308912133326162	NA	NA	NA	NA	NA
CGGBP1	NA	NA	NA	NA	NA	NA	NA	-11.427923303844	NA	-1.16249038720081
CGRRF1	NA	NA	NA	NA	NA	NA	NA	0.495132791391947	NA	NA
CH17-189H20.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.722417787431095
CH17-340M24.3	NA	NA	0.756506273609123	NA	NA	NA	NA	NA	NA	NA
CH25H	NA	NA	2.46930821764186	NA	NA	NA	NA	-0.328827128571192	NA	NA
CH507-513H4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.90503631794315
CH507-528H12.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.58135496372415
CHCHD1	NA	NA	NA	NA	NA	NA	NA	-1.67367980223411	NA	NA
CHCHD10	-8.50948628281041	NA	36.1634906464171	NA	NA	NA	NA	NA	NA	14.8517130026221
CHCHD2	-10.9880035766818	-0.859452764775765	54.5540255049453	0.513967893421342	-12.7423439985634	1.39129686085002	5.50763824264997	47.057395242121	NA	2.95078926277452
CHCHD3	NA	NA	NA	NA	NA	NA	NA	-1.14891583693758	NA	-0.313442929258755
CHCHD5	NA	NA	NA	NA	NA	NA	NA	-1.20800449962963	NA	NA
CHCHD7	NA	NA	NA	NA	NA	NA	NA	-2.36125033013657	NA	NA
CHD1	NA	NA	NA	NA	NA	NA	NA	-3.75344174257606	NA	-2.02539468059279
CHD1L	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.787044530938494
CHD2	NA	NA	NA	NA	NA	NA	0.597709170134219	-0.632856143689102	NA	-5.35906705506702
CHD3	NA	NA	NA	NA	NA	NA	NA	0.394181011520165	NA	NA
CHD4	NA	NA	NA	NA	NA	NA	NA	-9.15508723274274	NA	0.443498069167667
CHD6	NA	NA	NA	NA	NA	NA	NA	-5.67313283835426	NA	-0.838647393257241
CHD7	NA	NA	NA	NA	NA	NA	NA	-2.8921169858059	NA	NA
CHD8	NA	NA	NA	NA	NA	NA	NA	-4.32714988321553	NA	0.743369693185015
CHD9	NA	NA	NA	NA	NA	NA	-2.85800472641486	-34.4146765872632	NA	1.96252526628421
CHERP	NA	NA	NA	NA	NA	NA	NA	0.568652564222262	NA	NA
CHFR	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.316795817119919
CHI3L1	NA	NA	5.1746581707157	NA	NA	NA	NA	NA	NA	NA
CHIC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.715922433798864
CHIC2	NA	NA	NA	NA	NA	NA	NA	13.3377042751271	NA	NA
CHID1	NA	NA	NA	NA	NA	NA	NA	1.85607552609643	NA	NA
CHKA	NA	NA	NA	NA	NA	NA	NA	0.701905177795953	NA	-0.375938093651469
CHKB	NA	NA	NA	NA	NA	NA	NA	1.34070290473619	NA	NA
CHM	NA	NA	NA	NA	NA	NA	NA	-3.83101987064371	NA	0.530764424218176
CHMP1A	NA	NA	NA	NA	NA	NA	NA	1.46652553357944	NA	0.445420417904551
CHMP1B	NA	NA	0.96452022231888	NA	NA	NA	NA	-1.18716662702548	NA	NA
CHMP2A	4.35535986210754	NA	NA	NA	NA	NA	2.38314599855486	4.00241413286164	NA	0.56030333401568
CHMP2B	NA	NA	NA	NA	NA	NA	NA	-1.56375557836507	NA	NA
CHMP3	NA	NA	NA	NA	NA	NA	NA	1.85745670112744	NA	-0.42780091987099
CHMP4B	-0.455280452162415	NA	NA	NA	NA	NA	NA	NA	NA	-0.777931040302509
CHMP5	NA	NA	NA	NA	NA	NA	NA	-1.84223502541324	NA	-0.509295281436216
CHMP7	NA	NA	NA	NA	NA	NA	NA	0.386790663706462	NA	NA
CHN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.43694522160276
CHORDC1	NA	NA	NA	NA	NA	NA	NA	-0.7082561207359	NA	NA
CHP1	NA	NA	NA	NA	NA	NA	14.5558158648619	3.0100820950319	NA	0.306163500783384
CHPT1	NA	NA	NA	NA	NA	NA	NA	-1.46536343873098	NA	0.325047083859505
CHRAC1	NA	NA	NA	NA	NA	NA	NA	-0.677826715003636	NA	NA
CHRDL1	NA	NA	NA	NA	NA	NA	NA	0.713096039296403	NA	-0.532075772338857
CHRM2	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.80496424702489
CHRM3	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.377989913840201
CHRM3-AS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.04846234149875
CHRM5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05117768802717
CHRNA1	NA	NA	NA	NA	NA	NA	NA	-2.74504229955808	NA	NA
CHST12	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08889064959455
CHST15	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.616623058246324
CHST3	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.38653761839847
CHST7	NA	NA	NA	NA	NA	NA	NA	-1.44238559987547	NA	NA
CHST9	NA	NA	1.47148600384862	NA	NA	NA	NA	NA	NA	NA
CHSY1	NA	NA	NA	NA	NA	NA	NA	-1.63925825112171	NA	0.545217639499724
CHTOP	NA	NA	NA	NA	NA	NA	NA	0.380402226460834	NA	NA
CHURC1	NA	NA	NA	NA	NA	NA	1.04889628527573	1.47016075953398	NA	NA
CIAO1	NA	NA	NA	NA	NA	NA	NA	-1.18882203185524	NA	2.12036784020509
CIAO2A	NA	NA	NA	NA	NA	NA	4.46700403871433	2.16497021581438	NA	NA
CIAO2B	NA	NA	NA	NA	NA	NA	2.00363365175001	3.89329435253236	NA	NA
CIAPIN1	NA	NA	NA	NA	NA	NA	NA	1.42515720211693	NA	NA
CIB1	0.932683279894336	NA	4.80011335837443	-1.01804136650609	-1.65475263607363	NA	1.21059763808734	3.76078451997851	NA	0.466505363575346
CIDEC	NA	NA	NA	NA	NA	NA	NA	8.74955717111921	NA	NA
CIITA	NA	NA	NA	NA	NA	NA	NA	-1.41869940980226	NA	NA
CILP	NA	NA	NA	NA	NA	NA	NA	-6.61057186173105	NA	NA
CINP	NA	NA	NA	NA	NA	NA	NA	0.539124329076305	NA	NA
CIR1	NA	NA	NA	NA	NA	NA	NA	1.36264134825026	NA	-0.422281113808794
CIRBP	NA	NA	-0.652838071835183	-13.9476716371968	-31.2803312898286	NA	3.13529782034061	59.8192572482912	NA	-1.28356155843882
CISD1	NA	NA	NA	NA	NA	NA	NA	-4.70096829214381	NA	-3.98270518047419
CISD2	NA	NA	NA	NA	NA	NA	NA	-2.96415698134333	NA	NA
CISD3	NA	NA	NA	NA	NA	NA	NA	-8.0831888961227	NA	0.399429253569412
CITED2	NA	NA	3.60497929894923	4.46382251023712	-6.05941674434984	NA	NA	2.27633097390923	NA	1.13064063254052
CIZ1	NA	NA	NA	NA	NA	NA	NA	-0.499806848126246	NA	NA
CKAP4	NA	NA	NA	NA	NA	NA	NA	-0.766177437170151	NA	NA
CKAP5	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.89025056003701
CKB	NA	NA	3.02701187830124	NA	NA	NA	NA	NA	NA	1.04380021916911
CKLF	NA	NA	NA	NA	NA	NA	0.423560227527328	2.88194757510655	NA	NA
CKMT2-AS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.613810191496753
CKS1B	NA	NA	NA	NA	NA	NA	NA	4.70562891610634	NA	NA
CKS2	NA	NA	2.73008018050765	NA	NA	NA	1.47413986372265	6.28089825061993	NA	NA
CLASP1	NA	NA	NA	NA	NA	NA	NA	-6.30726781733665	NA	1.63201452278081
CLASP2	NA	NA	NA	NA	NA	NA	NA	-1.4355739247019	NA	0.941592716859315
CLASRP	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.369887180264457
CLCA2	2.54132293436487	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLCA4	6.472507905554	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLCN3	NA	NA	NA	NA	NA	NA	NA	-5.05020747786631	NA	0.531662131541195
CLDN11	NA	NA	NA	NA	NA	NA	NA	0.771609315071722	NA	NA
CLDN12	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.523316869118175
CLDN18	NA	NA	18.4564759426181	NA	NA	NA	NA	NA	NA	NA
CLDN3	NA	NA	1.70179421647518	NA	NA	NA	NA	NA	NA	NA
CLDN4	-Inf	NA	0.43127400503206	NA	NA	NA	NA	NA	NA	NA
CLDN5	NA	NA	-2.3897255921764	NA	NA	NA	NA	3.93113266036582	NA	NA
CLDN7	-38.165202993597	NA	2.83914700888638	NA	NA	NA	NA	NA	NA	NA
CLDND1	NA	NA	NA	-3.10715807303927	-5.02149797045888	NA	1.17675858021615	-0.599409134640683	NA	-1.08066317519817
CLEC12A	NA	NA	NA	NA	NA	-4.45157975452461	NA	NA	NA	NA
CLEC14A	NA	NA	-4.00489967217918	NA	NA	NA	NA	-2.19235758283541	NA	NA
CLEC16A	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.306598208917188
CLEC1A	NA	NA	NA	NA	NA	NA	NA	-0.495266292837726	NA	NA
CLEC2B	NA	NA	5.88076271897679	-1.00690724198027	-1.72993340879607	NA	NA	11.5187284365042	NA	NA
CLEC2D	NA	NA	NA	NA	NA	NA	NA	1.75849177694523	NA	NA
CLEC3B	NA	NA	-1.50892599296261	NA	NA	NA	NA	-0.41061356040247	NA	NA
CLEC4E	NA	NA	NA	NA	-6.14676181393724	NA	NA	NA	NA	NA
CLEC7A	NA	NA	6.88978936786491	5.77183374173121	-10.2702223425225	1.69068387998783	NA	NA	NA	NA
CLHC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94087695114315
CLIC1	-6.40736363921013	0.332618263152956	75.4994596482736	30.0150442440811	7.95521207607609	27.7430157661479	3.08303236229029	14.0342156576356	NA	-0.514935893929963
CLIC2	NA	NA	NA	NA	NA	NA	NA	1.3429834032175	NA	NA
CLIC3	-1.48309439711386	NA	0.70793832308728	1.32533421334467	-0.625464207616912	NA	NA	NA	NA	NA
CLIC4	NA	NA	NA	NA	NA	NA	NA	-0.595013407033895	NA	-5.60043353331278
CLINT1	NA	NA	NA	NA	NA	NA	-1.12441950336806	-5.50371038177193	NA	-0.669140918535062
CLIP1	NA	NA	NA	NA	NA	NA	NA	-6.36622518994808	NA	-7.62957659659731
CLIP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.310332426711336
CLIP3	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.395207008566312
CLIP4	NA	NA	NA	NA	NA	NA	NA	-0.389993514219401	NA	-0.884055134249058
CLK1	NA	NA	NA	NA	NA	NA	0.855790983009493	-3.84707009907579	NA	-0.602637692695205
CLK3	NA	NA	NA	NA	NA	NA	NA	2.18086407179432	NA	NA
CLK4	NA	NA	NA	NA	NA	NA	NA	-1.92577308649377	NA	-1.33029959517004
CLMP	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.93470489681763
CLN5	NA	NA	NA	NA	NA	NA	NA	-2.72412501484009	NA	NA
CLNK	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.574685709232958
CLNS1A	NA	NA	NA	NA	NA	NA	1.35792264729376	3.1743287621427	NA	-0.612322786144371
CLOCK	NA	NA	NA	NA	NA	NA	NA	-7.85489650934796	NA	-1.35445975453436
CLPP	NA	NA	NA	NA	NA	NA	NA	2.06834583871996	NA	0.485109996693961
CLPTM1	NA	NA	NA	NA	NA	NA	NA	-0.492181502520689	NA	-1.87669756585093
CLPTM1L	NA	NA	NA	NA	NA	NA	NA	0.874993627761987	NA	NA
CLPX	NA	NA	NA	NA	NA	NA	NA	-1.31164287372851	NA	-0.759726009797758
CLSTN1	NA	NA	NA	NA	NA	NA	NA	-5.42116899823018	NA	-0.561640177559488
CLTA	7.75562479499535	NA	15.5864408534817	NA	NA	NA	2.11236341077756	4.02552317413392	NA	0.919767458108813
CLTB	-24.0168381349032	NA	NA	NA	NA	NA	NA	1.45277575902596	NA	0.570069456039403
CLTC	NA	NA	NA	NA	NA	NA	-0.52433239984834	-3.50944505714564	NA	0.415064124014992
CLTCL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.518717490844348
CLU	NA	-0.859462793404509	-2.61516565870576	NA	NA	NA	NA	46.6380403032854	NA	2.4670536006661
CLUAP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.377623434990627
CLYBL	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.93262800489341
CMAHP	NA	NA	NA	NA	NA	NA	NA	-1.53545822964869	NA	NA
CMAS	NA	NA	NA	NA	NA	NA	NA	-1.75574738006894	NA	NA
CMBL	NA	NA	NA	NA	NA	NA	NA	-0.705301490852723	NA	NA
CMC1	NA	NA	NA	0.66777366248346	-1.07208533371624	NA	NA	-1.15668326460714	NA	0.311938633044703
CMC2	NA	NA	NA	NA	NA	NA	NA	-0.985480067719321	NA	0.422693013247024
CMIP	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.7608465173395
CMPK1	1.17420247771972	NA	NA	NA	NA	NA	NA	-1.23030918097351	NA	-0.927458515935434
CMSS1	NA	NA	NA	NA	NA	NA	NA	-3.22819738939155	NA	-5.37268862403993
CMTM3	NA	NA	NA	NA	NA	NA	NA	1.69248033580192	NA	NA
CMTM6	NA	NA	NA	1.63061643697653	-1.0912340046661	NA	NA	-5.07497248812659	NA	-0.463807485297721
CMTM7	NA	NA	NA	NA	NA	NA	NA	0.936937504697369	NA	NA
