study,group,tissue,cellType,gene1,gene2,is_marker
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Macrophage,SLC40A1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Macrophage,SMAP2,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Macrophage,STAB1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Macrophage,TKT,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Macrophage,TNFRSF1B,2,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Macrophage,TPM3,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Macrophage,VCAM1,2,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Macrophage,ZFP36L2,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,ACSL1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,ANXA5,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,AREG,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,ARPC5,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,CD14,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,CTSS,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,CXCL8,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,EEF1D,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,ENO1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,FCER1G,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,FYB1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,GPX1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,H3F3A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,HCLS1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,LAPTM5,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,MNDA,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,NAMPT,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,PTMA,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,RGS2,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,RPL12,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,RPL37,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,RPL37A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,RPL9,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,RPS18,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,RPS27,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,S100A4,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,S100A6,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,S100A8,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,S100A9,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,SELENOK,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,SERPINB1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,SH3BGRL3,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,SMAP2,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,TNFAIP3,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,ZEB2,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Monocyte,ZFAND5,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,ACTB,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,AREG,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,ARL4C,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,CALM1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,CEBPD,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,FAU,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,FTH1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,GZMA,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,HLA-A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,HLA-B,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,HLA-C,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,HLA-E,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,HNRNPA2B1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,IFITM2,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,IFNG,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,IRF1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,JUN,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,KLF6,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,KLRD1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,MALAT1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,NACA,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,NEAT1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,NFKBIZ,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,PNRC1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RACK1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPL10A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPL11,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPL12,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPL14,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPL21,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPL24,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPL27A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPL29,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPL30,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPL32,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPL34,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPL35,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPL35A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPL37,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPL37A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPL41,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPL7A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPLP0,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPS13,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPS14,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPS2,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPS23,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPS24,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPS25,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPS27A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPS29,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPS3,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPS7,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPS8,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,RPSA,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,S100A4,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,SERF2,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,SH3BGRL3,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,SRGN,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,TMSB10,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,TNFAIP3,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,TPT1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-Nk Cell,ZFP36L2,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,AREG,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,BTG1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,CD3E,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,EEF1B2,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,EEF1D,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,FAU,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,GZMK,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,HIST1H4C,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,HLA-A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,HLA-B,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,HLA-C,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,HSP90AA1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,IFITM2,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,JUN,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,NACA,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,NEAT1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,PABPC1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,PIK3R1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,PNRC1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RACK1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL10A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL11,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL12,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL14,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL15,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL21,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL24,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL27A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL29,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL30,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL32,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL34,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL35,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL35A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL37,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL37A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL41,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL6,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL7A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL8,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPL9,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPLP0,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPLP2,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS12,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS13,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS14,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS18,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS20,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS23,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS24,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS25,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS27A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS29,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS3,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS3A,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS7,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPS8,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,RPSA,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,S100A4,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,S100A6,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,SERF2,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,SH3BGRL3,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,SRGN,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,TMSB10,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,TPT1,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,TXNIP,1,no
17.human_TabulaSapiens,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,VIM,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,AHNAK,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,BHLHE40,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,BTG2,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,CAV1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,CAVIN2,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,CD81,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,CDKN1A,114,yes
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,CEBPD,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,CLEC3B,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,CXCL2,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,DEPP1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,DNAJA1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,DUSP1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,EGFL7,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,EGR1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,FAU,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,GNAI2,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,GNG11,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,H3F3A,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,HLA-A,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,HNRNPA2B1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,HSP90AB1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,HSPB1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,ID3,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,IFITM3,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,ITGB1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,JUN,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,MALAT1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,PNRC1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,RHOB,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,RPL14,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,RPS12,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,S100A6,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,SOX17,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,SPARCL1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,SPRY1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,SRGN,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,TAGLN2,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,TM4SF1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,VIM,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,YBX1,1,no
17.human_TabulaSapiens,normal,Thymus,Endothelial Cell-Global,ZFP36L2,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,ADH1B,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,BTF3,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,CCN1,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,CCNI,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,CD34,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,CFH,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,COX5B,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,COX7C,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,CXCL14,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,CYBRD1,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,DUSP1,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,EEF1B2,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,EGR1,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,F3,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,FBLN2,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,FKBP5,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,GLUL,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,H3F3A,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,JUN,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,MTATP6P1,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,NDUFS5,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,NID1,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,PDGFRA,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,PIK3R1,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,PLPP3,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,PODN,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,RACK1,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,RHOB,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,RHOBTB3,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,RPL11,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,RPL14,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,RPL22,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,RPL35A,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,RPS10,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,RPS23,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,S100A13,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,S100A4,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,SELENOP,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,SFRP2,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,SPTBN1,2,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,TMA7,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,YBX1,1,no
17.human_TabulaSapiens,normal,Thymus,Fibroblast,ZFP36L2,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,ARPC5,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,ATF3,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,ATP1B1,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,ATP5IF1,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,CD55,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,CDA,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,CDC42,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,CLCA2,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,CLCA4,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,CMPK1,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,COX5B,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,CRCT1,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,CSDE1,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,CTNNBIP1,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,DENND2C,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,ECM1,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,ELF3,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,ENO1,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,ENSA,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,GADD45A,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,GNAI3,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,HNRNPU,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,IVL,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,LMNA,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,MAL,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,MCL1,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,MIR205HG,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,MTATP6P1,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,NDUFS5,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,NUCKS1,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,PCBP1,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,PKP1,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,PPP1CB,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,PRDX1,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,PRDX6,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,PRRC2C,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,RPL22,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,RPL5,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,RPS27,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,RTN4,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,S100A14,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,S100A2,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,SERBP1,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,SF3B6,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,SFPQ,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,SH3GLB1,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,SOWAHC,2,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,SPRR1A,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,SPRR1B,1,no
17.human_TabulaSapiens,normal,Tongue,Immune Cells-Granulocyte,SPRR2D,1,no
